Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
3768	13258				applique							applique murale																				aplique(es)	Applike(de)	fitting(en)	lampada murale(it)	oplegsel(nl)	إطباقة(ar)	Toute pièce ornementale ou de renfort appliquée sur une autre (Lar.)			
3769	155901				bâton de marche							canne de marche																				walking stick(en)	wandelstok(nl)	Wanderstock(de)							
3770	155902					embout de bâton																																Embout, généralement ferreux, protégeant l’extrémité inférieure des cannes et bâtons de marche (BN)			
3771	24107				bola																											bola(en)	bola(es)	bola(it)	bola(nl)	Bola(de)	قلّة ذات حز(ar)	Boule de pierre piquetée ou polie, présentant ou non une rainure équatoriale. Elément d'arme de jet (Dic Préh.)			
3772	13613				bouchon																											Flaschenverschluss(de)	stop(nl)	stopper(en)	tapa(es)	tappo(it)	سدادة(ar)	Elément servant à fermer l'orifice d'un récipient (Lar.)			
3773	13628				bouton																											botón(es)	bottone(it)	button(en)	knoop (bevestigingsmiddel)(nl)	Knopf(de)	زر(ar)	Petite pièce servant d'attache ou d'ornement à un vêtement (Lar.)			
3774	27364				briquet																											aansteker(nl)	accendino(it)	Feuerzeug(de)	fire striker(en)	mechero(es)	قدّاحة(ar)				
3775	13667				bulle																											bolla(it)	bul(nl)	bula(es)	Bulle(de)	bull (palaeography)(en)	فقاعة للإمساك(ar)	Boule de métal attachée à un sceau. (Rob.)			
3776	13693				cachet d'oculiste							cachet à collyre																				oculist's stamp(en)	sello de oculista(es)	Siegel des Augenarztes(de)	timbro di oculista(it)	zegel van oogarts(nl)	ختم طبيب العيون(ar)	Cachet (sceau) portant soit des noms d’oculistes, soit des ordonnances.			
3777	13697				cadran solaire																											cuadrante solar(es)	quadrante solare(it)	Sonnenuhr(de)	sun dial(en)	zonnewijzer(nl)	مِزولة(ar)	Plan où l’heure est marquée par l’ombre d’un style projetée par le soleil. (Rob.)			
3778	246207				certificat de pèlerinage														pèlerin	pèlerinage	religion	sources écrites																Document remis par les autorités religieuses au terme d'un pèlerinage.			
3779	13923				clepsydre																											clepsidra(es)	clepsydra(en)	clepsydra(nl)	clessidra(it)	Wasseruhr(de)	ساعة مائية(ar)	Horloge à eau constituée d’un vase percé dans sa partie inférieure pour permettre l’écoulement du liquide. (HOWATSON, M. C. Dictionnaire de l’Antiquité : mythologie, littérature, civilisation. Paris : Robert Laffont. 1993. 1066 p.)			
3780	21774				coffret																											casket(en)	cofanetto(it)	cofrecito(es)	Kästchen(de)	kistje(nl)	صندوق صغير(ar)				
3781	14169				crochet																											gancho(es)	gancio(it)	haak (bevestigingsmiddel)(nl)	Haken(de)	hook(en)	خَطّاف(ar)				
3782	14174				crosse																											cayado(es)	crosier(en)	kromstaf(nl)	Krummstab(de)	pastorale(it)	مِحجن(ar)				
3783	14398				disque																											disc(en)	disco(es)	disco(it)	Scheibe(de)	schijf(nl)	قُرص(ar)				
3784	19615				ébauche																											abbozzo(it)	esbozo(es)	halffabrikaat(nl)	Rohling(de)	roughout(en)	شقفة حجرية(ar)				
3785	21768				écriture instrument																											escritura instrumento(es)	Schreibwerkzeug(de)	schrijfinstrument(nl)	scrittura strumento(it)	writing instrument(en)	أداة كتابة(ar)				
3786	17728				éventail																											abanico(es)	Fächer(de)	fan(en)	ventaglio(it)	waaier(nl)	مروحة(ar)				
3787	15118				huisserie																											frame(en)	infisso(it)	kozijn(nl)	Laibung(de)	marco (es)	كِفاف(ar)	Encadrement fixe, en bois ou en métal, délimitant une baie dans une cloison et recevant ou non, une porte ou par extension une fenêtre. (TLF)			
3788	15039					heurtoir																										aldabón(es)	battiporta(it)	deurklopper(nl)	door knocker(en)	Türklopfer(de)	مطرقة باب(ar)				
3789	16894					serrure													serrurerie													cerradura(es)	door lock(en)	Schloss(de)	serratura(it)	slot (sluitingsmiddel)(nl)	قفل(ar)				
3790	177750						cadenas												objet métallique													candado(es)	hangslot(nl)	lucchetto(it)	padlock(en)	Vorhängeschloss(de)					
3791	13935						clé					clef																				chiave(it)	key(en)	llave(es)	Schlüssel(de)	sleutel(nl)	مفتاح(ar)				
3792	15221				industrie lithique							assemblage lithique	matériel lithique	outillage lithique	outil lithique	outils en pierre taillée	pierre taillée		arme	chasse	hachette pendeloque	outil	pêche	feuille de laurier (outil)								industria litica(it)	industria lítica(es)	lithic industry(en)	steenindustrie(nl)	Steingeräteindustrie(de)	صناعة حجرية(ar)				
3793	26567					armature																										armatura (litica)(it)	armazón(es)	Einsatz (Pfeilbewehrung)(de)	implement(en)	wapening(nl)	أسلحة(ar)	Petit objet de silex (ou obsidienne) pointu ou tranchant destiné à armer une hampe d'os ou de bois, en bout comme une pointe ou latéralement comme tranchant. (d'après M. Orliac in Dictionnaire de la Préhistoire) 			
3794	38474						armature à pédoncule et ailerons																									أسلحة ذات ساق وجُنيحات (ar)									
3795	38473						armature perçante																									أسلحة ثاقبة (ar)									
3796	38472						armature tranchante																									أسلحة قاطعة(ar)									
3797	15655					microlithe													microburin													microliet(nl)	microlite(it)	microlith(en)	microlito(es)	Mikrolith(de)	ميكروليت(ar)	Elément d'armature produit à partir d'une lame ou d'une lamelle de silex caractérisant l'outillage des derniers chasseurs-cueilleurs (Épipaléolithique et Mésolithique). (d'après Wikipédia)			
3798	18174						microlithe géométrique																									geometric microlith(en)	geometrische microliet(nl)	geometrischer Mikrolith(de)	microlite geometrico(it)	microlito geométrico(es)	ميكروليتي هندسي(ar)				
3799	15917					nucleus						nucléus																				core(en)	kern(nl)	Kern(de)	nucleo(it)	núcleo(es)	نواة(ar)				
3800	15222				industrie osseuse							artisanat de l'os	industrie de l'os						arme	chasse	os	outil	pêche									beenderindustrie(nl)	bone and antler industry(en)	industria ósea(es)	industria su osso(it)	Knochenindustrie(de)	صناعة عظمية(ar)				
3801	35297				industrie polie														hache polie													gepolijste voorwerpen(nl)	polished artefact(en)	صناعة قطع مصقولة(ar)				préciser industrie osseuse ou industrie lithique (BL)			
3802	26885				industrie sur matière dure animale																											beenderindustrie(nl)	bone industry(en)	industria sobre materia animal dura(es)	industria su materia dura animale(it)	Knochengeräte(de)	صناعة مواد عظمية(ar)				
3803	15285				instrument de médecine																											Arztbesteck(de)	instrumento médico(es)	medical instrument(en)	medisch instrument(nl)	strumento medico(it)	أجهزة طبية(ar)				
3804	246295					civière						brancard																				barella(it)	Brancard(nl)	Camilla(es)	stretcher(en)	Trage(de)	النقالة(ar)	Dispositif ou équipement utilisé pour le transport des blessés et des malades, dans l'univers hospitalier ou sur les lieux des premiers secours (Wikipedia).			
3805	15283				instrument de mesure							poids et mesures																				instrumento de medida(es)	measuring instrument(en)	meetinstrument(nl)	Messinstrument(de)	strumento di misura(it)	أدوات القياس(ar)	Dispositif permettant l'évaluation d'une grandeur ou d'une quantité, par comparaison avec une autre de même espèce, prise comme terme de référence. (d'après TLF)			
3806	13515					balance						balance romaine																				balanza(es)	bilancia(it)	scales(en)	Waage(de)	weegschaal(nl)	ميزان(ar)	Instrument qui sert à peser, formé d’un fléau mobile et de plateau dont l’un porte la chose à peser, l’autre les poids marqués. (Rob.)			
3807	28387						plateau de balance																									piatto di bilancia(it)	platillo de balanza(es)	scale pan(en)	schaal (weegschaal)(nl)	Waagschale(de)	كفّة ميزان(ar)	Partie d'une balance où l'on pose les poids ou les objets à peser (Lar.)			
3808	178172					détecteur de métaux													prospection au détecteur de métaux																						
3809	150397					étalon (métrologie)																										معيار (علم القياس)(ar)									
3810	15894					nilomètre																										nilometer(en)	nilometer(nl)	Nilometer(de)	nilometro(it)	nilómetro(es)	مقياس منسوب النيل(ar)	Puits en communication avec le Nil permettant de connaître le niveau de celui-ci (Lar.)			
3811	16305					poids																										gewicht(nl)	Gewicht(de)	peso(es)	peso(it)	weight(en)	أوزان(ar)	Objet de masse déterminée servant à peser (Rob.)			
3812	178134					théodolite													topographie																						
3813	15284				instrument de musique														archéologie musicale													instrumento de música(es)	musical instrument(en)	Musikinstrument(de)	muziekinstrument(nl)	strumento musicale(it)	أدوات موسيقية(ar)	Objet entièrement construit ou préparé à partir d'un autre objet naturel ou artificiel, conçu pour produire des sons et servir de moyen d'expression au compositeur et à l'interprète. (TLFi)			
3814	26896					carnyx																										carnyx(en)	carnyx(es)	carnyx(it)	carnyx(nl)	Carnyx(de)	كارنيكس(ar)				
3815	156084					cithare																										cetra da tavolo(it)	cítara(es)	citer(nl)	zither(en)	Zither(de)					
3816	13930					cloche													objet métallique													bell(en)	campana(es)	campana(it)	Glocke(de)	klok(nl)	ناقوس(ar)	Instrument creux, évasé, en métal sonore, dont on tire des vibrations retentissantes et prolongées en en frappant les parois, de l’intérieur avec un battant ou de l’extérieur avec un marteau. (Rob.)			
3817	246202						clochette																															Petite cloche			
3818	178524						sonnaille												bétail	élevage												cencerro(es)	cowbell(en)	Kuhglocke(de)				Petite cloche utilisée pour mettre au cou des bêtes qui paissent notamment en montagne (Lar. 2018)			
3819	178141					cor (musique)						cor (instrument)																													
3820	35712					corne (musique)						corne d'appel	corne de chasse																			blowing horn(en)	cuerno (aerófono)(es)	hoorn (muziek)(nl)	(قرن (موسيقى(ar)			Instruments à vent regroupant les instruments faits à partir d’une corne animale ou dont les formes rappellent celle d'une corne animale (Wikipedia).			
3821	14186					crécelle																										carraca(es)	kestrel(en)	raganella(it)	ratel(nl)	Ratsche(de)	جلجلية(ar)	Moulinette de bois formé d’une planchette mobile qui tourne bruyamment autour d’un axe. (Rob.)			
3822	14248					cymbale																										Becken(de)	cembalo(it)	címbalo(es)	cymbaal(nl)	cymbal(en)	صنج(ar)	Instrument à percussion formé d'un disque de métal sonore légèrement convexe en son milieu ou de deux disques identiques. (TLFi)			
3823	14774					flûte																										flauta(es)	flauto(it)	Flöte(de)	fluit(nl)	flute(en)	ناي(ar)	Instrument à vent formé d’un tube percé de plusieurs trous, ou de tubes d’inégale longueur. (Rob.). comprend les  bec de flûte  (BL)			
3824	13483						aulos												aulodie													aulos(en)	aulos(es)	aulos(it)	aulos(nl)	Aulos(de)	مزمار أحادي القصبة(ar)	Instrument à air à anche, composé d'un tuyau cylindrique ou conique percé de trous (Lar.)			
3825	13484						aulos double																									aulos doble(es)	diaulos(it)	Doppelaulos(de)	double aulos(en)	dubbele aulos(nl)	مزمار ثنائي القصبة(ar)	instrument à vent muni de deux chalumeaux. Le son est produit par une anche double  Les Romains utilisaient plusieurs formes d'Aulos, appelés TIBIAE			
3826	27445						flûte de pan					syrinx																				flauta de Pan(es)	flauto di pan(it)	Panflöte(de)	panfluit(nl)	panpipes(en)	آلة نفخ متعددة القصبات(ar)	ou syrinx, instrument à vent composé originellement d'un ensemble de tuyaux sonores assemblés.			
3827	14921					grelot																										cascabel(es)	Glöckchen(de)	jingling bell(en)	rinkelbel(nl)	sonaglio(it)	جرس(ar)	Sonnette constituée d’une boule de métal creuse, percée de trous, contenant un morceau de métal qui la fait résonner dès qu’on l’agite. (Rob.)			
3828	15023					harpe																										arpa(es)	arpa(it)	Harfe(de)	harp(en)	harp(nl)	قيثار هارب(ar)	Instrument à cordes pincées, formé d’un cadre (souvent triangulaire) et de cordes de longueur inégale. (Rob.)			
3829	178564					idiophone						autophone																				idiófono(es)	Idiophon(de)	idiophone(en)				Instrument de musique, non pourvu de cordes ou de membranes, dont le corps solide suffit à produire un son (castagnettes, xylophone, hochet, guimbarde, etc.). (Lar. 2018)			
